emp_no,first_name,last_name,title,from_date,to_date
102605,Chinhyun,Basart,Engineer,1985-11-13,1993-11-13
102704,Slavian,Andreotta,Staff,1985-03-29,1991-03-29
102733,Marie,Angiulli,Staff,1985-09-10,1991-09-10
102737,Fabrizio,Mitina,Engineer,1985-07-25,1992-07-25
102757,Arno,Pardalos,Senior Engineer,1985-04-25,9999-01-01
102765,Arnould,Lipner,Staff,1985-05-13,1991-05-13
102790,Shigeu,Samarati,Engineer,1985-09-12,1994-09-12
102808,Qingxiang,Eiter,Engineer,1985-06-11,1994-06-11
102823,Guadalupe,Schusler,Assistant Engineer,1985-04-28,1990-07-11
102828,Divine,Fadgyas,Staff,1985-04-13,1991-01-20
102851,Xudong,Bruckman,Technique Leader,1985-06-12,9999-01-01
102870,Marsal,Alpay,Senior Staff,1985-04-23,9999-01-01
102942,Gretta,Vilarrasa,Staff,1985-02-27,1993-02-27
102962,Chirstian,Kobara,Senior Staff,1985-09-24,9999-01-01
103156,Yahiko,Schiper,Staff,1985-07-01,1991-07-01
103178,Tetsurou,Argence,Engineer,1985-04-21,1994-04-21
103258,Nathan,Baaz,Staff,1985-08-18,1993-08-18
103332,Zhanqiu,Guerreiro,Engineer,1985-02-22,1994-02-22
103338,Munir,Wilharm,Staff,1985-02-24,1993-02-24
103375,Khue,Fioravanti,Staff,1985-07-04,1994-07-04
103484,Niclas,Velardi,Engineer,1985-02-10,1991-02-10
103490,Claudi,Kropatsch,Senior Engineer,1985-02-02,9999-01-01
103522,Narain,Jenevein,Engineer,1985-07-20,1992-05-30
103563,Fan,Msuda,Engineer,1985-04-10,1990-04-10
103591,Moni,Vakili,Staff,1985-03-11,1991-03-11
103625,Ottavia,Kambil,Engineer,1985-10-06,1991-10-06
103661,Chinya,Rettelbach,Engineer,1985-11-27,1993-11-27
103668,Remmert,Mitchem,Engineer,1985-06-14,1990-06-14
103876,Mohammad,Suppi,Assistant Engineer,1985-08-03,1991-08-03
103938,Toshimi,Frolund,Assistant Engineer,1985-05-01,1991-05-01
104054,Uinam,Rothe,Senior Engineer,1985-05-01,9999-01-01
104060,Moriyoshi,Baca,Technique Leader,1985-07-29,9999-01-01
104210,Ziyad,Schaaf,Technique Leader,1985-10-17,9999-01-01
104315,Georgi,Woycyznski,Staff,1985-08-29,1991-08-29
104361,Zhongwei,Msuda,Engineer,1985-11-23,1991-11-23
104376,Shahab,Rajaraman,Engineer,1985-06-30,1989-09-05
104391,Serge,Lichtman,Staff,1985-04-25,1990-04-25
104399,Dipankar,Schnelling,Engineer,1985-11-13,1994-11-13
104411,Zengping,Desikan,Senior Staff,1985-02-25,9999-01-01
104480,Arif,Randt,Staff,1985-09-10,1994-09-10
104498,Suvo,Cools,Engineer,1985-03-27,1987-11-10
104508,Wilmer,Thummel,Engineer,1985-09-12,1992-09-12
104536,Shooichi,Ernst,Senior Staff,1985-05-10,9999-01-01
104592,Gift,Chinin,Staff,1985-10-16,1992-10-16
104677,Kwee,Spataro,Staff,1985-11-01,1990-11-01
104767,Venkatesan,Hinsberger,Staff,1985-11-15,1994-11-15
104812,Hideo,Fujisawa,Staff,1985-08-08,1988-06-12
104819,Rildo,Granlund,Staff,1985-12-22,1990-12-22
104858,Jiong,Isaak,Staff,1985-04-28,1989-04-14
104929,Radhia,Oppitz,Staff,1985-05-17,1992-05-17
104939,Armond,Masamoto,Engineer,1985-11-05,1994-11-05
104940,Tze,Ciolek,Senior Staff,1985-03-08,1997-05-24
104977,Shounak,Yetim,Assistant Engineer,1985-12-28,1994-12-28
105075,Kiyotoshi,Keohane,Engineer,1985-06-05,1990-06-05
105077,Khue,Clemencon,Senior Staff,1985-07-31,1990-05-17
105081,Yechezkel,Gyorkos,Engineer,1985-05-30,1990-05-30
105093,Lalit,Fontet,Senior Staff,1985-03-22,9999-01-01
105123,Bernd,Schwaller,Staff,1985-08-13,1994-08-13
105146,Martins,Katzenelson,Staff,1985-10-28,1994-10-28
105152,Mikhail,Cesareni,Senior Staff,1985-09-27,9999-01-01
105223,Jiakeng,Manders,Engineer,1985-12-02,1991-12-02
105291,Nagui,Goldhammer,Staff,1985-02-20,1991-02-20
105357,Martien,Billawala,Engineer,1985-07-23,1990-07-23
105421,Sadun,Schrooten,Senior Staff,1985-02-15,9999-01-01
105441,Abdelghani,Haldar,Senior Staff,1985-04-03,9999-01-01
105485,Magy,Danner,Technique Leader,1985-03-21,9999-01-01
105637,Remko,Tagansky,Engineer,1985-09-05,1991-09-05
105712,Danel,Kobuchi,Staff,1985-03-11,1994-03-11
105786,Ymte,Goodrum,Assistant Engineer,1985-04-11,1991-04-11
105810,Subhankar,Shihab,Engineer,1985-05-02,1993-05-02
105815,Jianhao,Schaaf,Staff,1985-04-15,1988-06-16
105926,Shahid,Mansanne,Staff,1985-09-12,1994-09-12
105981,Bedir,Tyugu,Engineer,1985-06-16,1993-06-16
106007,Trygve,Ligten,Technique Leader,1985-03-13,9999-01-01
106048,Urs,Schlumberger,Engineer,1985-10-13,1991-10-13
106107,Hidde,Undy,Engineer,1985-11-13,1990-11-13
106206,Behnaam,Schlenzig,Assistant Engineer,1985-10-01,1993-10-01
106254,Gian,Lowrie,Staff,1985-03-21,1990-03-21
106441,Erzsebet,Narahari,Staff,1985-04-11,1991-04-11
106466,Wayne,Anick,Engineer,1985-12-21,1992-12-21
106531,Shuky,Eiron,Engineer,1985-10-14,1992-10-14
106547,Quingbo,dAstous,Senior Engineer,1985-05-26,9999-01-01
106582,Yinlin,Coney,Assistant Engineer,1985-06-16,1992-06-16
106584,Petter,Heydon,Engineer,1985-12-18,1993-12-18
106592,Dipayan,Schade,Staff,1985-04-24,1991-04-24
106606,Yuuichi,Wynblatt,Engineer,1985-08-19,1994-08-19
106633,Jinxi,Kugler,Engineer,1985-10-28,1993-10-28
106667,Stabislas,Anick,Engineer,1985-07-25,1994-07-25
106678,Vishwani,Oppitz,Staff,1985-10-25,1990-10-25
106703,Gennady,Kuzuoka,Engineer,1985-02-17,1994-02-17
106824,Kokou,Atchley,Senior Engineer,1985-02-16,1986-07-19
106843,Mansur,Miara,Engineer,1985-03-06,1992-03-06
106943,Fai,Pintelas,Engineer,1985-06-11,1992-06-11
106946,Oksana,Luiz,Staff,1985-12-07,1991-12-07
106981,Maren,Vilarrasa,Assistant Engineer,1985-06-09,1992-06-09
106987,Naftali,Gist,Staff,1985-09-20,1991-09-20
106994,Becky,Penttonen,Assistant Engineer,1985-07-16,1990-07-16
107135,Frederique,Orlowski,Engineer,1985-05-25,1990-05-25
107160,Wayne,Christianini,Engineer,1985-10-11,1994-10-11
107173,Kellie,Luga,Engineer,1985-10-30,1990-10-30
107246,Eran,Naudin,Engineer,1985-03-08,1990-03-08
107257,Rosine,Czaja,Staff,1985-11-13,1988-11-23
107264,Josyula,Chinin,Engineer,1985-08-27,1994-08-27
107279,Dannz,Oxenboll,Technique Leader,1985-04-13,1996-01-25
107285,Valeri,Alameldin,Staff,1985-10-01,1992-10-01
107346,Arto,Kobuchi,Staff,1985-03-26,1993-03-26
107391,Jaideep,Steinauer,Engineer,1985-09-26,1992-09-26
107425,Khaled,Bojadziev,Assistant Engineer,1985-03-04,1993-03-04
107505,Vasilis,Ghemri,Assistant Engineer,1985-09-05,1992-09-05
107525,Nikolaus,Schneeberger,Technique Leader,1985-07-09,1998-07-01
107540,Jaques,Soloway,Senior Staff,1985-03-19,9999-01-01
107570,Zine,Lueh,Staff,1985-03-21,1993-03-21
107579,Shaleah,McClure,Senior Engineer,1985-09-14,1986-04-17
107669,Shirish,Kermarrec,Senior Engineer,1985-11-22,9999-01-01
107702,Mayuri,Basagni,Engineer,1985-08-08,1988-01-17
107723,Gita,Shokrollahi,Staff,1985-02-08,1992-02-09
107744,Arno,Karner,Staff,1985-07-18,1990-07-18
107809,Mihalis,Facello,Staff,1985-02-03,1990-02-03
107816,Xinyu,Validov,Senior Engineer,1985-02-16,9999-01-01
107823,Nimmagadda,Bail,Senior Engineer,1985-08-06,9999-01-01
107840,Krister,Hettesheimer,Engineer,1985-04-07,1994-04-07
107892,Aral,Ambroszkiewicz,Engineer,1985-03-04,1994-03-04
107950,Kagan,Birke,Staff,1985-02-06,1993-02-06
108122,Moti,Terkki,Senior Staff,1985-05-15,9999-01-01
108212,Masali,Versino,Staff,1985-07-10,1993-07-10
108218,Akeel,Piveteau,Engineer,1985-09-05,1993-09-05
108342,Yuuichi,Muchinsky,Senior Engineer,1985-12-03,2000-11-07
108367,Rimon,Rouquie,Staff,1985-02-10,1993-02-10
108477,Fox,Heering,Staff,1985-02-09,1987-04-06
108524,Radhia,Chinal,Senior Engineer,1985-03-06,9999-01-01
108588,Shahaf,Coney,Engineer,1985-10-28,1992-10-28
108700,Sarita,Stanfel,Senior Staff,1985-10-12,9999-01-01
108729,Jiang,Vesel,Staff,1985-02-12,1990-02-12
108761,Nahid,Mandell,Technique Leader,1985-03-15,9999-01-01
108828,Arup,Denti,Engineer,1985-10-17,1991-10-17
108845,Randy,Hemaspaandra,Engineer,1985-03-28,1993-03-28
108871,Terresa,Middleton,Staff,1985-11-25,1991-11-25
108911,Shaz,Ramaiah,Engineer,1985-08-07,1991-08-07
108954,Kellie,Vieri,Senior Engineer,1985-07-02,9999-01-01
108993,Yongmin,Mitchem,Staff,1985-04-07,1991-04-07
108994,Shahar,Bashian,Technique Leader,1985-05-08,9999-01-01
109147,Tetsushi,Dengi,Engineer,1985-07-27,1994-07-27
109280,Kirk,Rosay,Engineer,1985-07-21,1992-07-21
109334,Tsutomu,Alameldin,Staff,1985-02-15,1993-02-15
109427,Tremaine,Standera,Staff,1985-02-02,1994-02-02
109436,Sanjit,Kamble,Engineer,1985-07-04,1994-07-04
109481,Charmane,Heijenga,Engineer,1985-04-27,1992-04-27
109514,Piyawadee,Zlotek,Senior Staff,1985-09-04,1995-06-22
109729,Sorina,DiGiano,Engineer,1985-10-27,1993-10-27
109747,Tadahiko,Rullman,Staff,1985-10-04,1993-10-04
109793,Zhanqiu,Oppitz,Engineer,1985-05-29,1991-05-29
109851,Heping,Spell,Staff,1985-06-14,1990-06-14
109903,Gully,Kavraki,Staff,1985-08-17,1990-08-17
109970,Irene,Masaki,Engineer,1985-06-15,1993-06-15
110183,Shirish,Ossenbruggen,Manager,1985-01-01,1992-03-21
111692,Tonny,Butterworth,Manager,1985-01-01,1988-10-17
200030,LiMin,Schonegge,Senior Engineer,1985-02-05,9999-01-01
200047,Charlene,Miculan,Senior Staff,1985-05-23,9999-01-01
200070,Yurii,Sury,Engineer,1985-07-27,1992-07-27
200089,Sampalli,Kuhnemann,Staff,1985-02-08,1994-02-08
200171,Hilari,Gyorkos,Senior Staff,1985-08-29,9999-01-01
200201,Makato,Ouhyoung,Engineer,1985-11-21,1993-11-21
200331,Mohamadou,Back,Staff,1985-10-24,1986-05-24
200348,Abdulla,Back,Engineer,1985-05-13,1991-05-13
200352,Yucel,Jansen,Engineer,1985-06-17,1990-06-17
200411,Jaewon,Yurek,Staff,1985-12-07,1990-12-07
200413,Luigi,Linares,Staff,1985-06-24,1990-06-24
200503,Kersti,Schapire,Staff,1985-10-30,1990-10-30
200601,Susuma,Lindqvist,Staff,1985-03-18,1993-03-18
200612,Dannz,Veevers,Staff,1985-12-31,1990-12-31
200684,Srinidhi,Cullers,Staff,1985-07-29,1990-07-29
200687,Berto,Stassinopoulos,Senior Engineer,1985-05-28,9999-01-01
200695,Geraldo,Zongker,Engineer,1985-03-11,1992-03-11
200714,JoAnne,Sudbeck,Staff,1985-06-29,1990-06-29
200750,Jeane,Kusakabe,Staff,1985-07-16,1994-07-16
200794,Maia,Silva,Staff,1985-10-27,1990-03-07
200797,Pragnesh,Kilgore,Engineer,1985-07-18,1993-07-18
200953,Tadahiro,Lagarias,Engineer,1985-07-15,1990-07-15
200985,Shichao,Gecseg,Staff,1985-04-26,1994-04-26
201104,Taegyun,Sadowski,Engineer,1985-10-01,1990-10-01
201132,Tadahiko,Showalter,Staff,1985-02-24,1991-02-24
201135,Shaw,Jahnichen,Staff,1985-05-29,1992-05-29
201153,Uwe,Hopewell,Engineer,1985-03-14,1988-11-05
201173,Martien,Vecchi,Senior Engineer,1985-12-21,9999-01-01
201246,Yucel,Marchesini,Senior Engineer,1985-02-21,9999-01-01
201276,Jiang,Nittel,Senior Staff,1985-07-03,9999-01-01
201331,Aleksandar,Mamelak,Staff,1985-09-25,1991-09-25
201333,Mircea,Perl,Senior Engineer,1985-02-08,9999-01-01
201342,Ramachenga,Maierhofer,Senior Engineer,1985-12-17,9999-01-01
201346,Bouchung,Orlowska,Engineer,1985-04-09,1992-04-09
201374,Luigi,Fendler,Engineer,1985-03-11,1993-03-11
201465,Etsuo,Peyn,Engineer,1985-05-08,1992-05-08
201573,Nikolaus,Herath,Engineer,1985-04-09,1994-04-09
201603,Vincent,Lores,Senior Engineer,1985-07-15,9999-01-01
201621,Kagan,Plump,Staff,1985-02-09,1994-02-09
201645,Gino,Olano,Staff,1985-05-28,1990-05-28
201678,Alper,McFarlan,Engineer,1985-11-24,1993-11-24
201714,Lokesh,Hinsberger,Senior Engineer,1985-04-22,9999-01-01
201796,Zengping,Poehlman,Engineer,1985-04-05,1994-04-05
201819,Jaihie,Taubman,Staff,1985-12-06,1992-12-06
201953,Hercules,Waeselynck,Senior Engineer,1985-08-03,9999-01-01
201956,Kazuhito,Biron,Engineer,1985-09-28,1990-09-28
201997,Aran,Baez,Senior Staff,1985-04-07,9999-01-01
202145,Lubomir,Ghandeharizadeh,Assistant Engineer,1985-12-15,1992-12-15
202179,Emran,Munch,Assistant Engineer,1985-12-10,1993-12-10
202232,Mack,Lalonde,Engineer,1985-02-11,1992-02-12
202243,Hidde,Lindenbaum,Staff,1985-02-04,1990-02-04
202301,Charmane,Auyong,Senior Engineer,1985-08-13,9999-01-01
202362,Lalit,Baak,Senior Engineer,1985-12-12,1995-06-07
202364,Alassane,Riefers,Engineer,1985-03-08,1994-03-08
202407,Oscal,Suessmith,Staff,1985-03-06,1991-03-06
202438,Abdulah,Antonisse,Engineer,1985-03-25,1993-03-25
202605,Hercules,Merel,Staff,1985-03-04,1993-03-04
202614,Constantino,Chleq,Staff,1985-07-18,1993-07-18
202625,Shuichi,Carrera,Engineer,1985-09-23,1994-09-23
202669,Percy,Chiodo,Technique Leader,1985-02-07,9999-01-01
202716,Georg,Murtha,Engineer,1985-02-12,1990-02-12
202717,Moriyoshi,Wielonsky,Engineer,1985-03-03,1994-03-03
202727,Fumiyo,Constantine,Engineer,1985-06-23,1990-06-23
202736,Aloke,Asmuth,Staff,1985-12-08,1990-12-08
202809,Mariangiola,Anido,Engineer,1985-04-17,1994-04-17
202903,Along,Salverda,Engineer,1985-06-23,1989-07-22
202921,Frazer,Brookner,Engineer,1985-04-20,1990-04-20
202996,Tze,Hutter,Staff,1985-05-18,1991-05-18
203050,Chandrasekaran,Georg,Staff,1985-07-03,1991-07-03
203065,Weiwu,Matteis,Technique Leader,1985-06-30,9999-01-01
203086,Fabrizio,Oberman,Staff,1985-06-19,1994-06-19
203126,Baziley,England,Senior Staff,1985-08-20,2002-06-21
203189,Peternela,Rusterholz,Senior Staff,1985-02-19,9999-01-01
203398,Inderjeet,Ritzmann,Engineer,1985-08-30,1992-08-30
203405,Alper,Giaccio,Staff,1985-12-13,1991-12-13
203476,Abdulla,Flasterstein,Staff,1985-03-22,1993-03-22
203525,Inderjeet,Snyers,Staff,1985-05-14,1991-05-14
203593,Leszek,Kirkerud,Senior Staff,1985-05-30,9999-01-01
203759,Heon,Reutenauer,Senior Staff,1985-03-14,9999-01-01
203777,Tomofumi,Mayerwieser,Engineer,1985-05-12,1992-05-12
203783,Luerbio,Bernini,Staff,1985-07-06,1991-07-06
203836,Bartek,Bazelow,Staff,1985-03-08,1991-03-08
203883,Mart,Staylopatis,Engineer,1985-05-01,1992-05-01
203914,George,Beutelspacher,Staff,1985-03-10,1990-03-10
204067,Brigham,Pews,Senior Staff,1985-08-02,9999-01-01
204134,Xiaobin,Hofmeyr,Staff,1985-09-30,1993-09-30
204160,Szabolcs,Carrere,Staff,1985-05-27,1993-05-27
204170,Rosalie,Marakhovsky,Staff,1985-09-25,1990-09-25
204237,Gay,Kumaresan,Senior Staff,1985-02-02,9999-01-01
204254,Billur,Famili,Engineer,1985-07-02,1991-07-02
204292,Khaled,Argence,Senior Staff,1985-04-10,9999-01-01
204399,Uta,Peak,Senior Engineer,1985-10-11,9999-01-01
204517,Aron,Polajnar,Staff,1985-08-20,1990-08-20
204534,Khalid,Melton,Engineer,1985-03-25,1993-03-25
204560,Sariel,Badache,Assistant Engineer,1985-03-21,1992-03-21
204567,Kristin,Plavsic,Engineer,1985-06-11,1994-06-11
204603,Cullen,Janetzko,Engineer,1985-07-14,1993-07-14
204664,Hatsukazu,Cools,Engineer,1985-11-09,1994-11-09
204710,Gino,Cichocki,Senior Engineer,1985-04-10,9999-01-01
204842,Ramachenga,Zumaque,Senior Engineer,1985-07-09,9999-01-01
204877,Guther,Gornas,Assistant Engineer,1985-11-12,1992-11-12
204902,Eric,Ruemmler,Staff,1985-12-19,1990-12-19
204969,Yuqun,Gronowski,Engineer,1985-09-26,1992-09-26
205013,Sasan,Wilfing,Staff,1985-10-09,1992-10-09
205119,Chrisa,Kilgore,Senior Engineer,1985-02-10,9999-01-01
205161,Divier,Kisuki,Senior Staff,1985-11-18,1993-09-25
205203,Yinlin,Gente,Staff,1985-06-21,1993-06-21
205225,Duro,Ouhyoung,Senior Engineer,1985-07-18,9999-01-01
205244,Yonghoan,Heuter,Staff,1985-05-14,1992-05-14
205258,Jamaludin,Bottner,Staff,1985-03-26,1990-03-26
205265,Vishwani,Onuegbe,Engineer,1985-02-15,1991-02-15
205272,Zhenbing,Kuhnemann,Senior Engineer,1985-04-04,9999-01-01
205295,Kristinn,Jonsson,Engineer,1985-10-16,1993-10-16
205331,Nigel,Melski,Engineer,1985-02-02,1993-02-02
205350,Masasuke,Murrill,Engineer,1985-03-10,1993-03-10
205469,Zsolt,Perko,Senior Staff,1985-11-14,9999-01-01
205476,Hairong,Ruemmler,Engineer,1985-03-17,1991-03-17
205489,Surveyors,Laventhal,Engineer,1985-08-17,1992-08-17
205568,Abdelghani,Aingworth,Staff,1985-09-22,1992-09-22
205582,Zhigen,Panienski,Engineer,1985-12-14,1991-12-14
205597,Kwan,Schonegge,Engineer,1985-02-08,1990-02-08
205741,Takahiro,Staudhammer,Engineer,1985-02-04,1990-02-04
205760,Alexius,Hettesheimer,Staff,1985-12-17,1990-12-17
205849,Masali,Walston,Staff,1985-07-06,1993-07-06
205974,Mona,Gajiwala,Engineer,1985-04-02,1990-04-02
206011,Reinhold,Giaccio,Senior Engineer,1985-09-15,1988-09-27
206110,Shaz,Haddadi,Staff,1985-12-30,1994-12-30
206168,Serap,Matzat,Staff,1985-04-29,1990-04-29
206191,Chaitali,Asrin,Engineer,1985-09-24,1993-09-24
206220,Nalini,Chenney,Staff,1985-07-25,1986-10-27
206259,Boguslaw,Mellouli,Engineer,1985-10-04,1991-10-04
206272,Xinan,Miake,Engineer,1985-12-02,1991-12-02
206445,Khosrow,Dusink,Staff,1985-11-11,1989-08-31
206449,Zhonghui,Rajala,Staff,1985-09-11,1992-05-22
206530,Xuedong,Roison,Staff,1985-04-21,1994-04-21
206539,Jaroslava,Eterovic,Engineer,1985-06-25,1991-06-25
206544,Boriana,Rijsenbrij,Senior Engineer,1985-08-24,1991-08-02
206559,Ronghao,Erde,Engineer,1985-09-19,1990-09-19
206637,Jahangir,Schlenzig,Engineer,1985-02-18,1991-02-18
206691,Gennady,Cincotta,Senior Staff,1985-07-25,1997-01-03
206760,Feixiong,Baumann,Staff,1985-05-12,1991-05-12
206848,Pintsang,Raney,Engineer,1985-10-27,1991-10-27
206914,Genta,Pell,Engineer,1985-06-02,1991-06-02
207001,Kristine,Macedo,Senior Engineer,1985-10-08,2000-06-29
207035,Kirk,Ciolek,Technique Leader,1985-06-11,1993-03-30
207087,Pranjal,Codenie,Engineer,1985-09-18,1991-09-18
207118,Lijia,Siochi,Engineer,1985-11-22,1992-11-22
207190,Dinkar,Mitzlaff,Assistant Engineer,1985-11-07,1991-11-07
207243,Monique,Maccarone,Engineer,1985-07-12,1991-07-12
207293,Mack,Versino,Staff,1985-02-13,1992-02-14
207370,Morrie,Edelhoff,Engineer,1985-07-12,1993-07-12
207683,Gilbert,Luft,Staff,1985-03-01,1993-03-01
207762,Pohua,Bodoff,Engineer,1985-05-31,1990-05-31
207792,Shir,Himler,Senior Engineer,1985-04-10,9999-01-01
207856,Adit,Terkki,Staff,1985-02-27,1990-02-27
207914,Dung,Broder,Technique Leader,1985-05-17,9999-01-01
208134,Sangeeta,Crabtree,Engineer,1985-09-10,1990-09-10
208269,Yuguang,Sury,Staff,1985-12-27,1993-12-27
208273,Kagan,Radhakrishnan,Staff,1985-02-06,1990-02-06
208583,Utpal,Lorho,Senior Engineer,1985-08-25,9999-01-01
208589,Sarita,Busillo,Engineer,1985-04-16,1992-04-16
208617,Nahla,Onuegbe,Engineer,1985-03-11,1993-03-11
208619,Gererd,Danlos,Engineer,1985-07-11,1990-07-11
208659,Kristinn,Ventosa,Senior Engineer,1985-07-21,9999-01-01
208686,Gadiel,Farrag,Staff,1985-05-15,1994-05-15
208692,Yoshinari,Brlek,Staff,1985-03-16,1990-03-16
208694,Padma,Famili,Staff,1985-09-17,1990-09-17
208710,Faiza,Schmezko,Senior Engineer,1985-03-30,9999-01-01
208842,Kien,Jansch,Senior Staff,1985-04-09,9999-01-01
208865,Nirmal,Taubenfeld,Senior Engineer,1985-03-01,9999-01-01
208894,Peer,Murtafg,Engineer,1985-03-14,1992-03-14
208905,Chenye,Ramsey,Staff,1985-06-22,1990-06-22
208947,Danil,Hockney,Assistant Engineer,1985-12-12,1992-12-12
208951,Gennady,Uhrig,Staff,1985-03-31,1990-03-31
208980,Wanqing,Baak,Engineer,1985-09-21,1990-09-21
209015,Xumin,Bharadwaj,Senior Staff,1985-08-25,1999-11-18
209043,Seshu,Flexer,Engineer,1985-07-12,1991-07-12
209110,Filipe,Mullainathan,Senior Engineer,1985-10-11,9999-01-01
209127,Annemarie,Luon,Engineer,1985-09-06,1994-09-06
209163,Moni,Verspoor,Assistant Engineer,1985-08-01,1990-08-01
209179,Kazunori,Gaughan,Assistant Engineer,1985-11-28,1993-11-28
209181,Basil,Strandh,Engineer,1985-11-19,1990-11-19
209278,Sverrir,Lanzelotte,Assistant Engineer,1985-12-25,1990-12-25
209320,Candida,Piancastelli,Staff,1985-11-17,1990-11-17
209410,Subhash,Cronau,Senior Engineer,1985-10-13,9999-01-01
209478,Kasidit,Nitta,Staff,1985-08-09,1991-08-09
209544,Fumiya,Kobuchi,Engineer,1985-07-09,1990-07-09
209656,Ger,Oehlmann,Staff,1985-10-15,1990-10-15
209792,Yoshinari,Bernick,Engineer,1985-08-11,1993-08-11
209906,Joydip,Fadgyas,Staff,1985-09-03,1992-09-03
209998,Shaunak,Comellas,Engineer,1985-02-12,1987-06-17
210044,Ymte,Bergere,Staff,1985-10-18,1992-10-18
210096,Herbert,Karner,Technique Leader,1985-12-07,9999-01-01
210097,Hercules,Bernatsky,Senior Engineer,1985-11-27,9999-01-01
210154,Kristine,Salverda,Staff,1985-03-07,1990-03-07
210160,Byong,Trelles,Engineer,1985-09-10,1993-09-10
210216,Fumitake,Feldmann,Engineer,1985-12-16,1991-12-16
210233,Qunsheng,Gornas,Senior Staff,1985-06-13,9999-01-01
210387,Elvia,Heuter,Engineer,1985-07-02,1991-07-02
210411,Lucian,Janetzko,Engineer,1985-02-19,1992-02-20
210450,Vitaly,Perfilyeva,Engineer,1985-07-17,1991-07-17
210520,Inderjeet,Perri,Staff,1985-07-02,1991-03-01
210523,Taisook,Sabnani,Engineer,1985-02-18,1990-02-18
210558,Bokyung,Sigstam,Staff,1985-08-01,1990-08-01
210647,Neven,Berstel,Engineer,1985-07-06,1992-07-29
210723,Aria,Saoudi,Staff,1985-05-27,1991-05-27
210758,Parviz,Chinen,Engineer,1985-09-18,1992-09-18
210802,Christoph,Perz,Staff,1985-12-05,1991-12-05
210892,Kazuhira,Murillo,Assistant Engineer,1985-10-19,1988-02-14
210897,Turgut,Snyers,Staff,1985-08-31,1994-08-31
210935,JoAnna,Prochazka,Senior Engineer,1985-10-13,9999-01-01
211009,Unal,Barriga,Staff,1985-10-10,1993-10-10
211042,Hidekazu,Ertl,Engineer,1985-09-18,1993-09-18
211046,Yunming,Pietracaprina,Staff,1985-06-14,1986-02-15
211163,Ranga,Joslin,Staff,1985-04-16,1990-04-16
211293,Malu,Champarnaud,Senior Engineer,1985-05-20,9999-01-01
211301,Khalid,Aingworth,Senior Engineer,1985-10-13,9999-01-01
211361,Garnet,Candan,Staff,1985-03-19,1992-03-19
211427,Yechiam,Bala,Senior Staff,1985-02-27,9999-01-01
211488,Zita,Awdeh,Engineer,1985-03-31,1994-03-31
211492,Arch,Openshaw,Senior Staff,1985-08-12,9999-01-01
211517,Rance,Schapiro,Staff,1985-06-20,1994-06-20
211559,Macha,Flowers,Technique Leader,1985-12-04,9999-01-01
211668,Sigeru,Jarecki,Engineer,1985-07-24,1992-07-24
211688,Hidefumi,Kobuchi,Engineer,1985-02-08,1993-02-08
211781,Thanasis,Hofting,Staff,1985-11-06,1988-01-07
211814,Charlene,Perry,Engineer,1985-06-01,1986-09-17
211897,Perry,Lalonde,Engineer,1985-05-09,1994-05-09
212171,Valdiodio,Greibach,Senior Engineer,1985-02-28,9999-01-01
212181,Zhiwei,Sundgren,Staff,1985-02-27,1990-02-27
212217,Manibrata,Demos,Engineer,1985-08-04,1986-12-11
212261,Debatosh,Luff,Engineer,1985-12-11,1990-12-11
212291,Persi,Honiden,Senior Engineer,1985-06-01,9999-01-01
212433,Zhensheng,Brodal,Engineer,1985-04-22,1990-04-22
212737,Eckart,Mitchem,Staff,1985-10-17,1994-10-17
212758,Phule,Stasinski,Senior Engineer,1985-04-22,9999-01-01
212775,Zeljko,Wynblatt,Staff,1985-06-04,1994-06-04
213059,Mitchel,Seiwald,Staff,1985-11-11,1993-11-11
213065,Aris,Zweizig,Staff,1985-10-09,1992-10-09
213144,Patricio,Luon,Staff,1985-08-12,1994-08-12
213248,Along,Sudkamp,Senior Staff,1985-04-25,1986-07-08
213293,Rafols,Streng,Technique Leader,1985-05-17,9999-01-01
213480,Dinah,Srimani,Staff,1985-12-28,1994-12-28
213497,Leucio,Legleitner,Engineer,1985-12-17,1991-11-17
213525,Kamran,Hellwagner,Staff,1985-10-26,1992-10-25
213777,Heng,Bael,Engineer,1985-03-22,1986-12-03
213798,Dzung,Randt,Engineer,1985-11-15,1990-11-15
213826,Subhash,Chenoweth,Assistant Engineer,1985-09-06,1994-09-06
213867,Leni,Thimonier,Staff,1985-05-31,1993-05-31
213905,Sverrir,Motley,Staff,1985-11-10,1993-10-03
213976,Leah,Sidou,Engineer,1985-08-17,1991-08-17
213991,Miyeon,Erbe,Staff,1985-07-07,1993-07-07
214090,Tsvetan,Janocha,Staff,1985-09-24,1994-09-24
214161,Tsz,Strehl,Staff,1985-03-15,1992-03-15
214216,Stabislas,Billawala,Engineer,1985-06-01,1994-06-01
214237,Reinhold,Kaminger,Technique Leader,1985-07-22,1991-12-14
214241,Toshimo,Strandh,Engineer,1985-08-11,1994-08-11
214252,Katsuo,Granlund,Staff,1985-08-29,1990-08-29
214311,Bodh,Potthoff,Senior Staff,1985-10-04,9999-01-01
214430,Kirk,Hofman,Engineer,1985-06-30,1994-06-30
214445,Shaw,Decleir,Assistant Engineer,1985-04-28,1994-04-28
